ro_id,open_date,close_date,vehicle_year,vehicle_make,vehicle_model,engine_type,mileage_range,complaint_text,technician_notes,diagnostic_summary,repair_actions,labor_hours,labor_rate,labor_cost,parts_cost,total_cost,warranty_flag,comebacks_flag,repair_category,advisor_notes,internal_comments
RO-0084,2024-03-25,2024-04-01,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"sweet odor in cabin, fogging windows","Complaint: sweet odor in cabin, fogging windows on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified coolant leak inside HVAC; findings indicate coolant smell in cabin with fogging. Repair: replaced heater core and flushed system. Outcome: no coolant odor or fogging.",verified coolant leak inside HVAC,replaced heater core and flushed system,7.0,275.00,1925.00,3159.00,5084.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0085,2024-03-26,2024-03-27,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"sweet odor in cabin, fogging windows","Complaint: sweet odor in cabin, fogging windows on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: pressure tested cooling system and HVAC box; findings indicate coolant smell in cabin with fogging. Repair: replaced heater core and flushed system. Outcome: no coolant odor or fogging.",pressure tested cooling system and HVAC box,replaced heater core and flushed system,5.4,275.00,1485.00,2683.00,4168.00,true,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0086,2024-03-27,2024-03-30,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,shudder on light throttle cruise,Complaint: shudder on light throttle cruise on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked transmission fluid condition; findings indicate light throttle shudder. Repair: performed transmission service. Outcome: cruise smooth.,checked transmission fluid condition,performed transmission service,6.4,275.00,1760.00,2794.00,4554.00,false,false,transmission,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0087,2024-03-28,2024-04-02,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,vibration at steady cruise,Complaint: vibration at steady cruise on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked transmission fluid condition; findings indicate light throttle shudder. Repair: replaced fluid and adapted. Outcome: cruise smooth.,checked transmission fluid condition,replaced fluid and adapted,5.9,275.00,1622.50,2812.00,4434.50,false,false,transmission,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0088,2024-03-29,2024-04-02,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,shudder on light throttle cruise,Complaint: shudder on light throttle cruise on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: road tested and checked TCC engagement; findings indicate light throttle shudder. Repair: performed fluid service and re-learn. Outcome: no shudder after service.,road tested and checked TCC engagement,performed fluid service and re-learn,6.6,275.00,1815.00,2993.00,4808.00,false,false,transmission,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0089,2024-03-30,2024-04-03,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,shudder on light throttle cruise,Complaint: shudder on light throttle cruise on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified TCC shudder; findings indicate light throttle shudder. Repair: replaced fluid and adapted. Outcome: shudder reduced to not present.,verified TCC shudder,replaced fluid and adapted,7.5,275.00,2062.50,2816.00,4878.50,true,false,transmission,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0090,2024-03-31,2024-04-06,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,shudder on light throttle cruise,Complaint: shudder on light throttle cruise on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified TCC shudder; findings indicate light throttle shudder. Repair: performed transmission service. Outcome: shudder reduced to not present.,verified TCC shudder,performed transmission service,7.9,275.00,2172.50,1202.00,3374.50,false,false,transmission,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0091,2024-04-01,2024-04-04,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"A/C warm at idle, cold at speed","Complaint: A/C warm at idle, cold at speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified fan command at idle; findings indicate a/c warm at idle, cools driving. Repair: repaired fan control circuit. Outcome: idle cooling restored.",verified fan command at idle,repaired fan control circuit,2.2,275.00,605.00,517.00,1122.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0092,2024-04-02,2024-04-04,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"A/C warm at idle, cold at speed","Complaint: A/C warm at idle, cold at speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified fan command at idle; findings indicate a/c warm at idle, cools driving. Repair: replaced cooling fan relay. Outcome: idle cooling restored.",verified fan command at idle,replaced cooling fan relay,2.5,275.00,687.50,874.00,1561.50,false,true,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0093,2024-04-03,2024-04-09,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"A/C warm at idle, cold at speed","Complaint: A/C warm at idle, cold at speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked fan control circuit; findings indicate a/c warm at idle, cools driving. Repair: repaired fan wiring. Outcome: A/C temp normal.",checked fan control circuit,repaired fan wiring,3.2,275.00,880.00,754.00,1634.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0094,2024-04-04,2024-04-07,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,"A/C warm at idle, cold at speed","Complaint: A/C warm at idle, cold at speed on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked condenser airflow and fan operation; findings indicate a/c warm at idle, cools driving. Repair: repaired fan control circuit. Outcome: idle cooling restored.",checked condenser airflow and fan operation,repaired fan control circuit,3.0,275.00,825.00,611.00,1436.00,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0095,2024-04-05,2024-04-12,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,A/C warm at idle and cools when driving,"Complaint: A/C warm at idle and cools when driving on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked condenser airflow and fan operation; findings indicate a/c warm at idle, cools driving. Repair: repaired fan wiring. Outcome: A/C temp normal.",checked condenser airflow and fan operation,repaired fan wiring,2.7,275.00,742.50,266.00,1008.50,false,false,hvac,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0096,2024-04-06,2024-04-13,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,clicking from front axle on tight turns,Complaint: clicking from front axle on tight turns on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: verified outer CV wear; findings indicate clicking on tight turns. Repair: installed new axle. Outcome: axle noise gone.,verified outer CV wear,installed new axle,5.6,275.00,1540.00,1195.00,2735.00,false,false,drivetrain,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0097,2024-04-07,2024-04-13,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,front axle clicks on turns,Complaint: front axle clicks on turns on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked axle play; findings indicate clicking on tight turns. Repair: replaced CV axle. Outcome: axle noise gone.,checked axle play,replaced CV axle,7.7,275.00,2117.50,2322.00,4439.50,false,true,drivetrain,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0098,2024-04-08,2024-04-09,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,clicking on full lock turns,Complaint: clicking on full lock turns on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked axle play; findings indicate clicking on tight turns. Repair: installed new axle. Outcome: axle noise gone.,checked axle play,installed new axle,6.5,275.00,1787.50,1923.00,3710.50,false,false,drivetrain,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0099,2024-04-09,2024-04-15,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,clicking from front axle on tight turns,Complaint: clicking from front axle on tight turns on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: checked axle play; findings indicate clicking on tight turns. Repair: replaced front axle assembly. Outcome: no click on turns.,checked axle play,replaced front axle assembly,7.1,275.00,1952.50,1480.00,3432.50,true,false,drivetrain,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
RO-0100,2024-04-10,2024-04-16,<MODEL_YEAR>,<VEHICLE_MODEL>,<VEHICLE_MODEL>,<ENGINE_TYPE>,<MILEAGE_RANGE>,clicking on full lock turns,Complaint: clicking on full lock turns on <MODEL_YEAR> <VEHICLE_MODEL> with <ENGINE_TYPE>. Condition: observed within <MILEAGE_RANGE>. Diagnosis: inspected CV joints and boots; findings indicate clicking on tight turns. Repair: replaced front axle assembly. Outcome: axle noise gone.,inspected CV joints and boots,replaced front axle assembly,9.9,275.00,2722.50,2235.00,4957.50,true,false,drivetrain,Customer requested confirmation of repair outcome; no additional concerns.,Verified repair on road test; no further action.
